# Vm for HH model. Simulation time: 100 ms, Integration step: 0.000100 ms, Compartments: 1000, Dendrites: 7, Execution time: 9448.155708 s, Slave processes: 0
# X Y
0 -65.000000
1 -64.973880
2 -64.953612
3 -64.936368
4 -64.921233
5 -64.907552
6 -64.894523
7 -64.881104
8 -64.866146
9 -64.848576
10 -64.827532
11 -64.802422
12 -64.772929
13 -64.738974
14 -64.700673
15 -64.658285
16 -64.612167
17 -64.562737
18 -64.510443
19 -64.455740
20 -64.399072
21 -64.340864
22 -64.281511
23 -64.221376
24 -64.160786
25 -64.100033
26 -64.039375
27 -63.979037
28 -63.919213
29 -63.860068
30 -63.801743
31 -63.744354
32 -63.687997
33 -63.632747
34 -63.578667
35 -63.525801
36 -63.474183
37 -63.423836
38 -63.374772
39 -63.326997
40 -63.280508
41 -63.235297
42 -63.191352
43 -63.148657
44 -63.107190
45 -63.066929
46 -63.027848
47 -62.989922
48 -62.953121
49 -62.917417
50 -62.882780
51 -62.849179
52 -62.816585
53 -62.784967
54 -62.754295
55 -62.724539
56 -62.695669
57 -62.667657
58 -62.640475
59 -62.614093
60 -62.588486
61 -62.563627
62 -62.539490
63 -62.516050
64 -62.493283
65 -62.471165
66 -62.449674
67 -62.428788
68 -62.408485
69 -62.388744
70 -62.369547
71 -62.350874
72 -62.332706
73 -62.315026
74 -62.297817
75 -62.281062
76 -62.264744
77 -62.248850
78 -62.233364
79 -62.218273
80 -62.203561
81 -62.189217
82 -62.175228
83 -62.161581
84 -62.148266
85 -62.135270
86 -62.122582
87 -62.110194
88 -62.098094
89 -62.086273
90 -62.074722
91 -62.063431
92 -62.052393
93 -62.041598
94 -62.031040
95 -62.020710
96 -62.010602
97 -62.000707
98 -61.991020
99 -61.981533
