# Vm for HH model. Simulation time: 100 ms, Integration step: 0.000100 ms, Compartments: 10, Dendrites: 150, Execution time: 1235.495679 s, Slave processes: 0
# X Y
0 -65.000000
1 34.211389
2 -68.274661
3 -48.172514
4 -39.675534
5 -59.695987
6 22.714522
7 -65.306957
8 -46.225379
9 -44.182228
10 -58.293802
11 20.036067
12 -65.107921
13 -43.940156
14 -49.443832
15 -57.049758
16 14.094061
17 -64.791992
18 -40.906718
19 -54.083895
20 -55.766737
21 5.695058
22 -64.278955
23 -36.383646
24 -57.858949
25 -54.440373
26 -3.793062
27 -63.601064
28 -28.735556
29 -60.705097
30 -53.069260
31 -13.311356
32 -62.787315
33 -15.479158
34 -62.708689
35 -51.644401
36 -22.164038
37 -61.860788
38 1.844995
39 -64.020794
40 -50.144106
41 -29.967572
42 -60.840193
43 15.453941
44 -64.788614
45 -48.525396
46 -36.731518
47 -59.740547
48 21.426452
49 -65.131823
50 -46.708088
51 -42.752423
52 -58.574287
53 20.894512
54 -65.141611
55 -44.542222
56 -48.213380
57 -57.351476
58 15.804956
59 -64.886647
60 -41.735673
61 -53.038880
62 -56.079743
63 7.865251
64 -64.418820
65 -37.675648
66 -57.035177
67 -54.763784
68 -1.471115
69 -63.777742
70 -31.001188
71 -60.101643
72 -53.403916
73 -11.058902
74 -62.994431
75 -19.245727
76 -62.295302
77 -51.993401
78 -20.118367
79 -62.093189
80 -2.298355
81 -63.759682
82 -50.514207
83 -28.191031
84 -61.093756
85 12.851866
86 -64.646518
87 -48.929569
88 -35.182205
89 -60.011941
90 20.657826
91 -65.082661
92 -47.170393
93 -41.355868
94 -58.860701
95 21.509583
96 -65.165742
97 -45.107986
98 -46.949603
99 -57.650728
